Dates,NORMAL,ACTUAL,district
13-Nov-2023,0.0,0.0,Bargarh
14-Nov-2023,0.0,0.0,Bargarh
15-Nov-2023,0.0,0.0,Bargarh
16-Nov-2023,0.0,0.0,Bargarh
17-Nov-2023,0.0,0.0,Bargarh
18-Nov-2023,0.7,0.0,Bargarh
19-Nov-2023,2.9,0.0,Bargarh
20-Nov-2023,1.2,0.0,Bargarh
21-Nov-2023,0.2,0.0,Bargarh
22-Nov-2023,0.1,0.0,Bargarh
23-Nov-2023,0.2,0.0,Bargarh
24-Nov-2023,0.9,0.0,Bargarh
25-Nov-2023,0.0,0.0,Bargarh
26-Nov-2023,1.0,0.0,Bargarh
27-Nov-2023,0.0,0.0,Bargarh
28-Nov-2023,0.3,0.0,Bargarh
29-Nov-2023,0.0,0.0,Bargarh
30-Nov-2023,0.0,0.0,Bargarh
01-Dec-2023,0.0,0.0,Bargarh
02-Dec-2023,0.0,0.0,Bargarh
03-Dec-2023,0.0,0.0,Bargarh
04-Dec-2023,0.0,0.01,Bargarh
05-Dec-2023,0.0,0.08,Bargarh
06-Dec-2023,0.0,1.43,Bargarh
07-Dec-2023,0.0,32.34,Bargarh
08-Dec-2023,0.0,1.28,Bargarh
09-Dec-2023,0.0,0.0,Bargarh
10-Dec-2023,0.1,0.0,Bargarh
11-Dec-2023,0.1,0.0,Bargarh
12-Dec-2023,0.2,0.0,Bargarh
13-Dec-2023,0.5,0.0,Bargarh
14-Dec-2023,0.9,0.0,Bargarh
15-Dec-2023,0.3,0.0,Bargarh
16-Dec-2023,0.0,0.0,Bargarh
17-Dec-2023,0.0,0.0,Bargarh
18-Dec-2023,0.0,0.0,Bargarh
19-Dec-2023,0.8,0.0,Bargarh
20-Dec-2023,0.0,0.0,Bargarh
21-Dec-2023,0.0,0.0,Bargarh
22-Dec-2023,0.3,0.0,Bargarh
23-Dec-2023,0.0,0.0,Bargarh
24-Dec-2023,0.1,0.0,Bargarh
25-Dec-2023,1.2,0.0,Bargarh
26-Dec-2023,0.0,0.0,Bargarh
27-Dec-2023,0.0,0.0,Bargarh
28-Dec-2023,0.0,0.0,Bargarh
29-Dec-2023,0.3,0.0,Bargarh
30-Dec-2023,0.0,0.0,Bargarh
31-Dec-2023,0.0,0.0,Bargarh
01-Jan-2024,0.5,0.0,Bargarh
02-Jan-2024,0.4,0.0,Bargarh
03-Jan-2024,1.4,0.0,Bargarh
04-Jan-2024,0.0,0.0,Bargarh
05-Jan-2024,0.0,0.0,Bargarh
06-Jan-2024,0.9,0.0,Bargarh
07-Jan-2024,0.0,0.0,Bargarh
08-Jan-2024,0.1,0.0,Bargarh
09-Jan-2024,0.3,0.0,Bargarh
10-Jan-2024,0.7,0.0,Bargarh
11-Jan-2024,1.9,0.0,Bargarh
12-Jan-2024,0.3,0.0,Bargarh
13-Jan-2024,0.1,0.0,Bargarh
14-Jan-2024,0.3,0.0,Bargarh
15-Jan-2024,1.6,0.0,Bargarh
16-Jan-2024,2.1,0.0,Bargarh
17-Jan-2024,1.9,0.0,Bargarh
18-Jan-2024,0.1,0.0,Bargarh
19-Jan-2024,0.8,0.01,Bargarh
20-Jan-2024,2.1,0.0,Bargarh
21-Jan-2024,0.2,0.76,Bargarh
22-Jan-2024,1.6,2.34,Bargarh
23-Jan-2024,0.1,0.18,Bargarh
24-Jan-2024,1.0,11.29,Bargarh
25-Jan-2024,0.1,5.24,Bargarh
26-Jan-2024,0.7,1.53,Bargarh
27-Jan-2024,0.6,0.0,Bargarh
28-Jan-2024,0.9,0.0,Bargarh
29-Jan-2024,1.9,0.0,Bargarh
30-Jan-2024,3.4,0.0,Bargarh
31-Jan-2024,0.3,0.0,Bargarh
01-Feb-2024,0.7,0.0,Bargarh
02-Feb-2024,0.4,0.0,Bargarh
03-Feb-2024,0.5,0.0,Bargarh
04-Feb-2024,0.5,0.0,Bargarh
05-Feb-2024,0.1,0.0,Bargarh
06-Feb-2024,0.5,0.0,Bargarh
07-Feb-2024,1.0,0.0,Bargarh
08-Feb-2024,1.3,0.0,Bargarh
09-Feb-2024,1.3,0.0,Bargarh
10-Feb-2024,0.7,0.0,Bargarh
11-Feb-2024,0.4,0.0,Bargarh
12-Feb-2024,1.6,4.5,Bargarh
13-Feb-2024,0.3,0.0,Bargarh
14-Feb-2024,0.3,0.0,Bargarh
15-Feb-2024,0.6,0.0,Bargarh
16-Feb-2024,0.7,0.0,Bargarh
17-Feb-2024,0.3,0.3,Bargarh
18-Feb-2024,0.5,0.0,Bargarh
19-Feb-2024,1.8,0.0,Bargarh
20-Feb-2024,0.8,0.0,Bargarh
21-Feb-2024,0.2,0.0,Bargarh
22-Feb-2024,0.9,0.0,Bargarh
23-Feb-2024,0.1,0.0,Bargarh
24-Feb-2024,0.7,0.0,Bargarh
25-Feb-2024,1.1,1.71,Bargarh
26-Feb-2024,0.2,0.01,Bargarh
27-Feb-2024,0.3,0.0,Bargarh
28-Feb-2024,0.4,9.36,Bargarh
29-Feb-2024,0.0,0.0,Bargarh
01-Mar-2024,0.2,0.0,Bargarh
01-Mar-2019,0.2,0.0,Bauda
02-Mar-2019,0.9,0.0,Bauda
03-Mar-2019,3.1,0.0,Bauda
04-Mar-2019,0.9,0.02,Bauda
05-Mar-2019,0.1,1.01,Bauda
06-Mar-2019,0.8,1.93,Bauda
07-Mar-2019,0.8,0.0,Bauda
08-Mar-2019,0.2,0.0,Bauda
09-Mar-2019,0.6,0.0,Bauda
10-Mar-2019,1.3,0.0,Bauda
11-Mar-2019,1.5,0.0,Bauda
12-Mar-2019,1.1,0.0,Bauda
13-Mar-2019,0.5,0.0,Bauda
14-Mar-2019,0.0,0.0,Bauda
15-Mar-2019,0.0,2.37,Bauda
16-Mar-2019,0.1,2.14,Bauda
17-Mar-2019,0.4,0.0,Bauda
18-Mar-2019,0.3,21.74,Bauda
19-Mar-2019,0.6,0.07,Bauda
20-Mar-2019,0.5,0.0,Bauda
21-Mar-2019,0.9,7.12,Bauda
22-Mar-2019,0.9,0.0,Bauda
23-Mar-2019,1.1,0.0,Bauda
24-Mar-2019,0.3,0.0,Bauda
25-Mar-2019,1.1,0.0,Bauda
26-Mar-2019,1.2,0.0,Bauda
27-Mar-2019,0.8,0.0,Bauda
28-Mar-2019,0.5,0.0,Bauda
29-Mar-2019,1.0,0.0,Bauda
30-Mar-2019,0.9,0.0,Bauda
31-Mar-2019,0.6,0.0,Bauda
01-Apr-2019,0.4,0.27,Bauda
02-Apr-2019,1.1,0.0,Bauda
03-Apr-2019,0.6,0.0,Bauda
04-Apr-2019,0.4,0.0,Bauda
05-Apr-2019,0.2,0.0,Bauda
06-Apr-2019,1.7,0.0,Bauda
07-Apr-2019,0.5,0.0,Bauda
08-Apr-2019,0.9,0.0,Bauda
09-Apr-2019,2.4,1.41,Bauda
10-Apr-2019,0.5,0.62,Bauda
11-Apr-2019,1.4,0.0,Bauda
12-Apr-2019,0.2,0.0,Bauda
13-Apr-2019,0.5,0.0,Bauda
14-Apr-2019,0.3,0.0,Bauda
15-Apr-2019,1.4,0.0,Bauda
16-Apr-2019,1.2,0.0,Bauda
17-Apr-2019,2.2,0.0,Bauda
18-Apr-2019,0.8,0.0,Bauda
19-Apr-2019,1.9,13.14,Bauda
20-Apr-2019,0.4,14.49,Bauda
21-Apr-2019,1.3,0.0,Bauda
22-Apr-2019,1.4,2.18,Bauda
23-Apr-2019,0.8,0.26,Bauda
24-Apr-2019,0.3,0.15,Bauda
25-Apr-2019,2.7,0.0,Bauda
26-Apr-2019,1.2,0.0,Bauda
27-Apr-2019,0.8,0.0,Bauda
28-Apr-2019,1.1,0.0,Bauda
29-Apr-2019,0.4,0.0,Bauda
30-Apr-2019,1.1,0.0,Bauda
01-May-2019,1.8,0.0,Bauda
02-May-2019,0.5,0.0,Bauda
03-May-2019,3.0,18.84,Bauda
04-May-2019,2.4,36.45,Bauda
05-May-2019,0.7,0.07,Bauda
06-May-2019,0.4,0.98,Bauda
07-May-2019,0.8,0.02,Bauda
08-May-2019,1.1,0.0,Bauda
09-May-2019,1.6,0.0,Bauda
10-May-2019,1.3,0.0,Bauda
11-May-2019,1.4,0.0,Bauda
12-May-2019,2.4,0.0,Bauda
13-May-2019,2.2,0.76,Bauda
14-May-2019,2.0,0.0,Bauda
15-May-2019,4.4,0.0,Bauda
16-May-2019,1.7,1.03,Bauda
17-May-2019,0.9,5.5,Bauda
18-May-2019,1.0,0.0,Bauda
19-May-2019,1.5,0.0,Bauda
20-May-2019,1.9,0.03,Bauda
21-May-2019,0.3,0.0,Bauda
22-May-2019,1.6,0.0,Bauda
23-May-2019,1.4,0.0,Bauda
24-May-2019,1.0,1.09,Bauda
25-May-2019,0.7,0.0,Bauda
26-May-2019,0.8,0.0,Bauda
27-May-2019,1.6,0.0,Bauda
28-May-2019,1.6,0.0,Bauda
29-May-2019,0.9,7.95,Bauda
30-May-2019,1.4,0.0,Bauda
31-May-2019,1.6,0.0,Bauda
01-Jun-2019,3.0,4.16,Bauda
02-Jun-2019,6.1,0.0,Bauda
03-Jun-2019,6.7,13.6,Bauda
04-Jun-2019,3.7,0.0,Bauda
05-Jun-2019,4.0,0.22,Bauda
06-Jun-2019,3.8,0.48,Bauda
07-Jun-2019,2.7,0.92,Bauda
08-Jun-2019,3.6,0.46,Bauda
09-Jun-2019,2.3,1.62,Bauda
10-Jun-2019,5.0,0.0,Bauda
11-Jun-2019,5.1,0.04,Bauda
12-Jun-2019,4.7,0.0,Bauda
13-Jun-2019,3.0,29.65,Bauda
14-Jun-2019,17.9,5.5,Bauda
15-Jun-2019,5.2,0.0,Bauda
16-Jun-2019,2.5,12.93,Bauda
17-Jun-2019,7.3,0.21,Bauda
18-Jun-2019,5.0,0.13,Bauda
19-Jun-2019,7.1,2.4,Bauda
20-Jun-2019,2.7,0.03,Bauda
21-Jun-2019,9.3,25.77,Bauda
22-Jun-2019,7.6,2.51,Bauda
23-Jun-2019,8.1,4.73,Bauda
24-Jun-2019,10.8,12.53,Bauda
25-Jun-2019,9.9,0.3,Bauda
26-Jun-2019,9.8,0.0,Bauda
27-Jun-2019,10.8,0.0,Bauda
28-Jun-2019,13.2,12.23,Bauda
29-Jun-2019,9.8,0.28,Bauda
30-Jun-2019,6.8,4.83,Bauda
01-Jul-2019,9.4,14.89,Bauda
02-Jul-2019,13.5,78.09,Bauda
03-Jul-2019,15.8,5.55,Bauda
04-Jul-2019,9.2,3.54,Bauda
05-Jul-2019,14.5,2.64,Bauda
06-Jul-2019,15.6,18.43,Bauda
07-Jul-2019,12.3,2.81,Bauda
08-Jul-2019,14.6,0.19,Bauda
09-Jul-2019,11.2,0.25,Bauda
10-Jul-2019,12.9,0.85,Bauda
11-Jul-2019,7.2,1.89,Bauda
12-Jul-2019,13.6,2.34,Bauda
13-Jul-2019,15.0,1.55,Bauda
14-Jul-2019,10.9,0.63,Bauda
15-Jul-2019,7.3,0.21,Bauda
16-Jul-2019,11.3,0.86,Bauda
17-Jul-2019,8.6,0.11,Bauda
18-Jul-2019,9.2,5.04,Bauda
19-Jul-2019,14.9,6.35,Bauda
20-Jul-2019,13.1,7.21,Bauda
21-Jul-2019,12.9,2.97,Bauda
22-Jul-2019,14.9,1.44,Bauda
23-Jul-2019,5.6,2.56,Bauda
24-Jul-2019,8.1,1.49,Bauda
25-Jul-2019,10.2,2.39,Bauda
26-Jul-2019,8.8,27.85,Bauda
27-Jul-2019,9.0,30.93,Bauda
28-Jul-2019,17.8,9.28,Bauda
29-Jul-2019,9.9,39.51,Bauda
30-Jul-2019,12.5,7.99,Bauda
31-Jul-2019,14.5,0.3,Bauda
01-Aug-2019,12.7,1.19,Bauda
02-Aug-2019,17.5,0.58,Bauda
03-Aug-2019,10.4,16.05,Bauda
04-Aug-2019,17.6,3.42,Bauda
05-Aug-2019,9.5,0.11,Bauda
06-Aug-2019,18.7,3.24,Bauda
07-Aug-2019,16.9,57.14,Bauda
08-Aug-2019,19.9,42.24,Bauda
09-Aug-2019,8.2,13.43,Bauda
10-Aug-2019,5.7,2.01,Bauda
11-Aug-2019,9.9,1.3,Bauda
12-Aug-2019,16.5,28.32,Bauda
13-Aug-2019,14.0,89.08,Bauda
14-Aug-2019,16.2,22.53,Bauda
15-Aug-2019,13.0,0.17,Bauda
16-Aug-2019,11.2,2.6,Bauda
17-Aug-2019,12.7,0.23,Bauda
18-Aug-2019,10.6,23.82,Bauda
19-Aug-2019,10.7,10.89,Bauda
20-Aug-2019,16.1,16.2,Bauda
21-Aug-2019,8.9,7.0,Bauda
22-Aug-2019,14.5,2.62,Bauda
23-Aug-2019,7.9,1.42,Bauda
24-Aug-2019,6.1,6.34,Bauda
25-Aug-2019,4.9,13.48,Bauda
26-Aug-2019,10.1,38.31,Bauda
27-Aug-2019,8.7,7.47,Bauda
28-Aug-2019,17.3,0.19,Bauda
29-Aug-2019,13.1,14.97,Bauda
30-Aug-2019,21.2,3.49,Bauda
31-Aug-2019,6.9,3.18,Bauda
01-Sep-2019,6.0,5.94,Bauda
02-Sep-2019,6.8,6.92,Bauda
03-Sep-2019,13.7,3.43,Bauda
04-Sep-2019,11.0,30.45,Bauda
05-Sep-2019,7.9,12.06,Bauda
06-Sep-2019,8.4,34.51,Bauda
07-Sep-2019,10.0,78.66,Bauda
08-Sep-2019,8.6,18.92,Bauda
09-Sep-2019,8.4,4.22,Bauda
10-Sep-2019,15.2,1.91,Bauda
11-Sep-2019,15.5,11.51,Bauda
12-Sep-2019,18.7,12.36,Bauda
13-Sep-2019,8.7,2.1,Bauda
14-Sep-2019,5.3,8.01,Bauda
15-Sep-2019,5.4,0.5,Bauda
16-Sep-2019,9.6,7.43,Bauda
17-Sep-2019,5.5,8.07,Bauda
18-Sep-2019,4.6,1.11,Bauda
19-Sep-2019,7.0,6.1,Bauda
20-Sep-2019,5.6,1.4,Bauda
21-Sep-2019,9.1,1.31,Bauda
22-Sep-2019,6.2,0.0,Bauda
23-Sep-2019,6.8,4.28,Bauda
24-Sep-2019,5.4,7.39,Bauda
25-Sep-2019,6.3,20.18,Bauda
26-Sep-2019,7.5,3.05,Bauda
27-Sep-2019,4.0,0.45,Bauda
28-Sep-2019,2.7,5.39,Bauda
29-Sep-2019,3.9,32.22,Bauda
30-Sep-2019,5.9,18.51,Bauda
01-Oct-2019,4.7,5.71,Bauda
02-Oct-2019,4.6,0.44,Bauda
03-Oct-2019,5.5,1.01,Bauda
04-Oct-2019,6.1,0.33,Bauda
05-Oct-2019,5.2,0.1,Bauda
06-Oct-2019,3.8,2.19,Bauda
07-Oct-2019,2.9,1.29,Bauda
08-Oct-2019,5.9,32.0,Bauda
09-Oct-2019,2.5,5.04,Bauda
10-Oct-2019,5.6,0.39,Bauda
11-Oct-2019,2.1,0.37,Bauda
12-Oct-2019,3.0,3.36,Bauda
13-Oct-2019,1.2,0.1,Bauda
14-Oct-2019,1.5,2.13,Bauda
15-Oct-2019,5.2,0.0,Bauda
16-Oct-2019,4.3,0.0,Bauda
17-Oct-2019,2.3,0.0,Bauda
18-Oct-2019,1.7,0.32,Bauda
19-Oct-2019,2.2,0.0,Bauda
20-Oct-2019,2.0,0.0,Bauda
21-Oct-2019,1.0,0.1,Bauda
22-Oct-2019,1.9,1.42,Bauda
23-Oct-2019,3.9,0.0,Bauda
24-Oct-2019,2.4,38.53,Bauda
25-Oct-2019,2.4,31.76,Bauda
26-Oct-2019,2.7,0.54,Bauda
27-Oct-2019,1.0,1.72,Bauda
28-Oct-2019,0.9,0.0,Bauda
29-Oct-2019,2.9,0.0,Bauda
30-Oct-2019,1.1,0.0,Bauda
31-Oct-2019,1.1,0.0,Bauda
01-Nov-2019,0.2,0.0,Bauda
02-Nov-2019,0.4,0.0,Bauda
03-Nov-2019,1.8,0.0,Bauda
04-Nov-2019,4.8,0.0,Bauda
05-Nov-2019,1.5,0.1,Bauda
06-Nov-2019,1.3,0.0,Bauda
07-Nov-2019,0.6,0.0,Bauda
08-Nov-2019,0.6,0.0,Bauda
09-Nov-2019,0.4,0.0,Bauda
10-Nov-2019,0.2,0.0,Bauda
11-Nov-2019,0.1,0.0,Bauda
12-Nov-2019,0.4,0.0,Bauda
13-Nov-2019,0.1,0.0,Bauda
14-Nov-2019,0.1,0.0,Bauda
15-Nov-2019,0.0,0.0,Bauda
16-Nov-2019,0.8,0.0,Bauda
17-Nov-2019,0.0,0.0,Bauda
18-Nov-2019,0.4,0.0,Bauda
19-Nov-2019,0.8,0.0,Bauda
20-Nov-2019,0.9,0.0,Bauda
21-Nov-2019,1.7,0.0,Bauda
22-Nov-2019,0.7,0.0,Bauda
23-Nov-2019,0.3,0.0,Bauda
24-Nov-2019,1.9,0.0,Bauda
25-Nov-2019,0.5,0.0,Bauda
26-Nov-2019,0.1,0.0,Bauda
27-Nov-2019,0.6,0.0,Bauda
28-Nov-2019,0.1,0.0,Bauda
29-Nov-2019,0.0,0.0,Bauda
30-Nov-2019,0.0,0.0,Bauda
01-Dec-2019,0.6,0.0,Bauda
02-Dec-2019,0.0,0.0,Bauda
03-Dec-2019,0.0,0.0,Bauda
04-Dec-2019,0.1,0.0,Bauda
05-Dec-2019,0.0,0.0,Bauda
06-Dec-2019,0.0,0.0,Bauda
07-Dec-2019,0.1,0.0,Bauda
08-Dec-2019,0.0,0.0,Bauda
09-Dec-2019,0.1,0.0,Bauda
10-Dec-2019,0.3,0.0,Bauda
11-Dec-2019,0.0,0.0,Bauda
12-Dec-2019,0.0,0.0,Bauda
13-Dec-2019,0.2,0.0,Bauda
14-Dec-2019,0.2,1.61,Bauda
15-Dec-2019,0.3,0.0,Bauda
16-Dec-2019,0.2,0.0,Bauda
17-Dec-2019,0.1,0.0,Bauda
18-Dec-2019,0.0,0.0,Bauda
19-Dec-2019,0.1,0.0,Bauda
20-Dec-2019,0.0,0.0,Bauda
21-Dec-2019,0.0,0.0,Bauda
22-Dec-2019,0.0,0.0,Bauda
23-Dec-2019,0.2,0.0,Bauda
24-Dec-2019,0.0,0.0,Bauda
25-Dec-2019,1.5,0.0,Bauda
26-Dec-2019,0.0,0.0,Bauda
27-Dec-2019,0.0,1.87,Bauda
28-Dec-2019,0.0,0.0,Bauda
29-Dec-2019,0.1,0.0,Bauda
30-Dec-2019,0.0,0.0,Bauda
31-Dec-2019,0.0,0.0,Bauda
01-Jan-2020,0.2,0.0,Bauda
02-Jan-2020,1.2,0.0,Bauda
03-Jan-2020,0.3,7.82,Bauda
04-Jan-2020,0.2,7.51,Bauda
05-Jan-2020,0.4,0.0,Bauda
06-Jan-2020,0.7,0.0,Bauda
07-Jan-2020,0.3,0.0,Bauda
08-Jan-2020,0.1,0.0,Bauda
09-Jan-2020,0.0,0.0,Bauda
10-Jan-2020,0.4,0.29,Bauda
11-Jan-2020,0.2,0.0,Bauda
12-Jan-2020,1.4,0.0,Bauda
13-Jan-2020,0.1,0.0,Bauda
14-Jan-2020,0.4,0.0,Bauda
15-Jan-2020,0.0,0.0,Bauda
16-Jan-2020,0.7,0.0,Bauda
17-Jan-2020,0.0,0.0,Bauda
18-Jan-2020,0.0,0.0,Bauda
19-Jan-2020,0.0,0.0,Bauda
20-Jan-2020,0.0,0.0,Bauda
21-Jan-2020,0.5,0.0,Bauda
22-Jan-2020,0.1,0.0,Bauda
23-Jan-2020,0.0,0.0,Bauda
24-Jan-2020,0.1,0.0,Bauda
25-Jan-2020,0.1,0.0,Bauda
26-Jan-2020,0.3,0.0,Bauda
27-Jan-2020,1.1,0.0,Bauda
28-Jan-2020,0.2,0.0,Bauda
29-Jan-2020,0.5,0.02,Bauda
30-Jan-2020,0.3,0.63,Bauda
31-Jan-2020,0.8,0.0,Bauda
01-Feb-2020,0.2,0.0,Bauda
02-Feb-2020,1.3,0.0,Bauda
03-Feb-2020,0.8,0.0,Bauda
04-Feb-2020,0.5,0.0,Bauda
05-Feb-2020,0.2,7.83,Bauda
06-Feb-2020,0.7,0.16,Bauda
07-Feb-2020,2.4,6.9,Bauda
08-Feb-2020,1.7,7.66,Bauda
09-Feb-2020,1.2,12.39,Bauda
10-Feb-2020,0.3,0.0,Bauda
11-Feb-2020,0.4,0.0,Bauda
12-Feb-2020,1.3,0.0,Bauda
13-Feb-2020,0.6,0.0,Bauda
14-Feb-2020,0.3,0.0,Bauda
15-Feb-2020,2.0,0.0,Bauda
16-Feb-2020,0.4,0.0,Bauda
17-Feb-2020,1.2,0.0,Bauda
18-Feb-2020,0.4,0.0,Bauda
19-Feb-2020,0.4,0.0,Bauda
20-Feb-2020,0.8,0.0,Bauda
21-Feb-2020,0.4,0.0,Bauda
22-Feb-2020,0.0,0.0,Bauda
23-Feb-2020,0.5,0.0,Bauda
24-Feb-2020,0.8,2.22,Bauda
25-Feb-2020,0.5,32.49,Bauda
26-Feb-2020,0.7,11.82,Bauda
27-Feb-2020,1.9,0.0,Bauda
28-Feb-2020,0.9,0.0,Bauda
29-Feb-2020,0.0,0.0,Bauda
01-Mar-2020,0.2,0.0,Bauda
02-Mar-2020,0.9,0.0,Bauda
03-Mar-2020,3.1,0.0,Bauda
04-Mar-2020,0.9,3.81,Bauda
05-Mar-2020,0.1,10.45,Bauda
06-Mar-2020,0.8,16.52,Bauda
07-Mar-2020,0.8,24.41,Bauda
08-Mar-2020,0.2,17.37,Bauda
09-Mar-2020,0.6,0.04,Bauda
10-Mar-2020,1.3,0.0,Bauda
11-Mar-2020,1.5,0.0,Bauda
12-Mar-2020,1.1,0.82,Bauda
13-Mar-2020,0.5,0.14,Bauda
14-Mar-2020,0.0,1.21,Bauda
15-Mar-2020,0.0,0.0,Bauda
16-Mar-2020,0.1,1.18,Bauda
17-Mar-2020,0.4,0.0,Bauda
18-Mar-2020,0.3,0.0,Bauda
19-Mar-2020,0.6,0.0,Bauda
20-Mar-2020,0.5,2.5,Bauda
21-Mar-2020,0.9,0.0,Bauda
22-Mar-2020,0.9,0.62,Bauda
23-Mar-2020,1.1,0.0,Bauda
24-Mar-2020,0.3,0.0,Bauda
25-Mar-2020,1.1,0.0,Bauda
26-Mar-2020,1.2,0.0,Bauda
27-Mar-2020,0.8,0.0,Bauda
28-Mar-2020,0.5,0.0,Bauda
29-Mar-2020,1.0,0.0,Bauda
30-Mar-2020,0.9,0.41,Bauda
31-Mar-2020,0.6,0.0,Bauda
01-Apr-2020,0.4,0.0,Bauda
02-Apr-2020,1.1,0.0,Bauda
03-Apr-2020,0.6,0.0,Bauda
04-Apr-2020,0.4,0.27,Bauda
05-Apr-2020,0.2,0.22,Bauda
06-Apr-2020,1.7,0.0,Bauda
07-Apr-2020,0.5,0.0,Bauda
08-Apr-2020,0.9,1.82,Bauda
09-Apr-2020,2.4,0.79,Bauda
10-Apr-2020,0.5,0.0,Bauda
11-Apr-2020,1.4,0.78,Bauda
12-Apr-2020,0.2,0.0,Bauda
13-Apr-2020,0.5,0.0,Bauda
14-Apr-2020,0.3,0.0,Bauda
15-Apr-2020,1.4,0.0,Bauda
16-Apr-2020,1.2,0.0,Bauda
17-Apr-2020,2.2,0.0,Bauda
18-Apr-2020,0.8,0.0,Bauda
19-Apr-2020,1.9,6.43,Bauda
20-Apr-2020,0.4,0.0,Bauda
21-Apr-2020,1.3,0.0,Bauda
22-Apr-2020,1.4,27.5,Bauda
23-Apr-2020,0.8,0.0,Bauda
24-Apr-2020,0.3,7.67,Bauda
25-Apr-2020,2.7,82.94,Bauda
26-Apr-2020,1.2,1.75,Bauda
27-Apr-2020,0.8,14.25,Bauda
28-Apr-2020,1.1,2.72,Bauda
29-Apr-2020,0.4,0.05,Bauda
30-Apr-2020,1.1,0.3,Bauda
01-May-2020,1.8,0.0,Bauda
02-May-2020,0.5,0.24,Bauda
03-May-2020,3.0,0.0,Bauda
04-May-2020,2.4,0.0,Bauda
05-May-2020,0.7,0.56,Bauda
06-May-2020,0.4,16.13,Bauda
07-May-2020,0.8,8.37,Bauda
08-May-2020,1.1,0.24,Bauda
09-May-2020,1.6,3.2,Bauda
13-May-2020,2.2,0.0,Bauda
14-May-2020,2.0,1.58,Bauda
15-May-2020,4.4,0.0,Bauda
16-May-2020,1.7,0.0,Bauda
17-May-2020,0.9,1.12,Bauda
18-May-2020,1.0,0.0,Bauda
19-May-2020,1.5,0.0,Bauda
20-May-2020,1.9,0.88,Bauda
21-May-2020,0.3,0.03,Bauda
22-May-2020,1.6,0.0,Bauda
23-May-2020,1.4,0.0,Bauda
24-May-2020,1.0,0.0,Bauda
25-May-2020,0.7,0.0,Bauda
26-May-2020,0.8,0.0,Bauda
27-May-2020,1.6,0.0,Bauda
28-May-2020,1.6,0.0,Bauda
29-May-2020,0.9,8.21,Bauda
30-May-2020,1.4,0.29,Bauda
31-May-2020,1.6,0.0,Bauda
01-Jun-2020,3.0,0.0,Bauda
02-Jun-2020,6.1,4.43,Bauda
03-Jun-2020,6.7,2.97,Bauda
04-Jun-2020,3.7,12.97,Bauda
05-Jun-2020,4.0,17.56,Bauda
06-Jun-2020,3.8,0.33,Bauda
07-Jun-2020,2.7,3.42,Bauda
08-Jun-2020,3.6,0.92,Bauda
09-Jun-2020,2.3,3.97,Bauda
10-Jun-2020,5.0,5.32,Bauda
11-Jun-2020,5.1,7.87,Bauda
12-Jun-2020,4.7,8.09,Bauda
13-Jun-2020,3.0,6.55,Bauda
14-Jun-2020,17.9,5.7,Bauda
15-Jun-2020,5.2,6.92,Bauda
16-Jun-2020,2.5,14.92,Bauda
17-Jun-2020,7.3,11.12,Bauda
18-Jun-2020,5.0,3.2,Bauda
19-Jun-2020,7.1,1.31,Bauda
20-Jun-2020,2.7,28.3,Bauda
21-Jun-2020,9.3,3.36,Bauda
22-Jun-2020,7.6,30.65,Bauda
23-Jun-2020,8.1,3.58,Bauda
24-Jun-2020,10.8,3.25,Bauda
25-Jun-2020,9.9,0.05,Bauda
26-Jun-2020,9.8,3.96,Bauda
27-Jun-2020,10.8,2.02,Bauda
28-Jun-2020,13.2,11.35,Bauda
29-Jun-2020,9.8,18.2,Bauda
30-Jun-2020,6.8,16.45,Bauda
01-Jul-2020,9.4,5.35,Bauda
02-Jul-2020,13.5,1.0,Bauda
03-Jul-2020,15.8,1.51,Bauda
04-Jul-2020,9.2,2.04,Bauda
05-Jul-2020,14.5,33.09,Bauda
06-Jul-2020,15.6,23.25,Bauda
07-Jul-2020,12.3,2.76,Bauda
08-Jul-2020,14.6,1.67,Bauda
09-Jul-2020,11.2,19.86,Bauda
10-Jul-2020,12.9,14.27,Bauda
11-Jul-2020,7.2,3.52,Bauda
12-Jul-2020,13.6,1.79,Bauda
13-Jul-2020,15.0,1.87,Bauda
29-Jul-2020,9.9,6.03,Bauda
30-Jul-2020,12.5,1.78,Bauda
31-Jul-2020,14.5,0.41,Bauda
01-Aug-2020,12.7,4.88,Bauda
02-Aug-2020,17.5,9.84,Bauda
03-Aug-2020,10.4,18.07,Bauda
04-Aug-2020,17.6,3.23,Bauda
05-Aug-2020,9.5,54.47,Bauda
06-Aug-2020,18.7,9.99,Bauda
07-Aug-2020,16.9,3.26,Bauda
08-Aug-2020,19.9,9.63,Bauda
09-Aug-2020,8.2,16.63,Bauda
10-Aug-2020,5.7,5.11,Bauda
11-Aug-2020,9.9,13.8,Bauda
12-Aug-2020,16.5,2.44,Bauda
13-Aug-2020,14.0,2.05,Bauda
14-Aug-2020,16.2,23.06,Bauda
15-Aug-2020,13.0,22.0,Bauda
16-Aug-2020,11.2,65.51,Bauda
17-Aug-2020,12.7,1.21,Bauda
18-Aug-2020,10.6,2.1,Bauda
19-Aug-2020,10.7,5.81,Bauda
20-Aug-2020,16.1,49.27,Bauda
21-Aug-2020,8.9,6.15,Bauda
22-Aug-2020,14.5,4.43,Bauda
23-Aug-2020,7.9,1.51,Bauda
24-Aug-2020,6.1,1.57,Bauda
