Dates,NORMAL,ACTUAL,district
03-Mar-2022,1.6,0.0,Bargarh
04-Mar-2022,0.6,0.0,Bargarh
05-Mar-2022,0.0,0.0,Bargarh
06-Mar-2022,0.8,0.0,Bargarh
07-Mar-2022,0.0,0.0,Bargarh
08-Mar-2022,0.4,0.0,Bargarh
09-Mar-2022,0.2,0.0,Bargarh
10-Mar-2022,0.5,0.0,Bargarh
11-Mar-2022,0.4,0.0,Bargarh
12-Mar-2022,0.2,0.0,Bargarh
13-Mar-2022,0.1,0.0,Bargarh
14-Mar-2022,0.4,0.0,Bargarh
15-Mar-2022,0.4,0.0,Bargarh
16-Mar-2022,0.4,0.0,Bargarh
17-Mar-2022,1.0,0.0,Bargarh
18-Mar-2022,0.1,0.0,Bargarh
19-Mar-2022,0.4,0.0,Bargarh
20-Mar-2022,0.8,0.0,Bargarh
22-Mar-2022,1.0,0.0,Bargarh
23-Mar-2022,1.8,0.0,Bargarh
24-Mar-2022,0.4,0.0,Bargarh
25-Mar-2022,0.5,0.0,Bargarh
26-Mar-2022,0.4,0.0,Bargarh
27-Mar-2022,0.6,0.0,Bargarh
28-Mar-2022,0.8,0.0,Bargarh
29-Mar-2022,0.8,0.0,Bargarh
30-Mar-2022,0.8,0.0,Bargarh
31-Mar-2022,0.2,0.0,Bargarh
01-Apr-2022,0.5,0.0,Bargarh
02-Apr-2022,0.1,0.0,Bargarh
04-Apr-2022,0.1,0.0,Bargarh
05-Apr-2022,0.9,0.0,Bargarh
06-Apr-2022,0.2,0.0,Bargarh
08-Apr-2022,0.3,0.0,Bargarh
09-Apr-2022,1.1,0.25,Bargarh
10-Apr-2022,0.9,0.0,Bargarh
11-Apr-2022,2.1,0.0,Bargarh
12-Apr-2022,0.6,0.03,Bargarh
13-Apr-2022,0.0,0.0,Bargarh
14-Apr-2022,0.3,0.0,Bargarh
15-Apr-2022,0.2,0.0,Bargarh
16-Apr-2022,0.2,0.0,Bargarh
17-Apr-2022,1.8,0.0,Bargarh
18-Apr-2022,0.1,0.0,Bargarh
19-Apr-2022,0.1,0.15,Bargarh
20-Apr-2022,0.0,0.0,Bargarh
21-Apr-2022,0.0,0.0,Bargarh
22-Apr-2022,0.1,3.41,Bargarh
23-Apr-2022,0.3,0.0,Bargarh
24-Apr-2022,0.0,0.0,Bargarh
25-Apr-2022,0.5,0.0,Bargarh
26-Apr-2022,0.3,0.0,Bargarh
27-Apr-2022,1.5,0.0,Bargarh
28-Apr-2022,0.2,0.0,Bargarh
29-Apr-2022,0.5,0.0,Bargarh
30-Apr-2022,0.5,0.0,Bargarh
01-May-2022,1.6,0.0,Bargarh
02-May-2022,0.1,0.0,Bargarh
03-May-2022,1.3,0.28,Bargarh
04-May-2022,0.9,1.57,Bargarh
05-May-2022,0.8,0.0,Bargarh
06-May-2022,0.6,3.8,Bargarh
07-May-2022,0.2,0.39,Bargarh
08-May-2022,0.0,0.0,Bargarh
09-May-2022,0.1,0.0,Bargarh
10-May-2022,0.1,0.0,Bargarh
11-May-2022,0.2,0.6,Bargarh
12-May-2022,0.8,0.01,Bargarh
13-May-2022,0.8,0.0,Bargarh
14-May-2022,0.5,0.06,Bargarh
15-May-2022,1.6,0.0,Bargarh
16-May-2022,0.2,11.11,Bargarh
17-May-2022,0.3,0.0,Bargarh
18-May-2022,0.4,0.0,Bargarh
19-May-2022,1.3,0.08,Bargarh
20-May-2022,0.5,0.0,Bargarh
21-May-2022,0.2,0.0,Bargarh
22-May-2022,0.1,0.25,Bargarh
23-May-2022,0.0,3.82,Bargarh
24-May-2022,0.3,8.97,Bargarh
25-May-2022,0.1,0.0,Bargarh
26-May-2022,0.2,0.0,Bargarh
27-May-2022,1.0,0.0,Bargarh
28-May-2022,0.6,0.44,Bargarh
29-May-2022,0.8,0.5,Bargarh
30-May-2022,0.8,0.47,Bargarh
31-May-2022,0.7,0.0,Bargarh
01-Jun-2022,1.6,0.0,Bargarh
02-Jun-2022,1.7,0.05,Bargarh
03-Jun-2022,3.5,0.0,Bargarh
04-Jun-2022,4.2,0.0,Bargarh
05-Jun-2022,2.4,0.01,Bargarh
06-Jun-2022,2.3,0.17,Bargarh
07-Jun-2022,1.6,0.08,Bargarh
08-Jun-2022,1.4,0.0,Bargarh
09-Jun-2022,3.5,0.0,Bargarh
10-Jun-2022,5.2,0.51,Bargarh
11-Jun-2022,4.5,0.05,Bargarh
12-Jun-2022,1.7,0.0,Bargarh
13-Jun-2022,3.8,0.36,Bargarh
14-Jun-2022,7.0,0.0,Bargarh
15-Jun-2022,5.7,7.29,Bargarh
16-Jun-2022,8.1,0.86,Bargarh
17-Jun-2022,4.5,0.51,Bargarh
18-Jun-2022,9.7,11.92,Bargarh
19-Jun-2022,8.5,23.96,Bargarh
20-Jun-2022,10.5,26.48,Bargarh
21-Jun-2022,8.4,12.03,Bargarh
22-Jun-2022,4.8,6.03,Bargarh
23-Jun-2022,8.7,15.55,Bargarh
24-Jun-2022,7.1,0.0,Bargarh
25-Jun-2022,8.9,10.76,Bargarh
26-Jun-2022,9.3,0.39,Bargarh
27-Jun-2022,12.8,0.76,Bargarh
28-Jun-2022,15.8,0.19,Bargarh
29-Jun-2022,9.0,0.02,Bargarh
30-Jun-2022,11.9,5.29,Bargarh
01-Jul-2022,7.8,2.49,Bargarh
02-Jul-2022,10.0,19.69,Bargarh
03-Jul-2022,15.4,21.15,Bargarh
04-Jul-2022,13.4,10.78,Bargarh
05-Jul-2022,14.8,6.95,Bargarh
06-Jul-2022,11.4,21.31,Bargarh
07-Jul-2022,11.5,6.89,Bargarh
08-Jul-2022,13.4,5.82,Bargarh
09-Jul-2022,10.9,3.95,Bargarh
10-Jul-2022,12.0,11.58,Bargarh
11-Jul-2022,16.3,7.45,Bargarh
12-Jul-2022,17.0,18.17,Bargarh
13-Jul-2022,13.3,22.82,Bargarh
14-Jul-2022,9.1,33.8,Bargarh
15-Jul-2022,10.7,21.2,Bargarh
18-Jul-2022,9.0,23.1,Bargarh
19-Jul-2022,14.2,1.45,Bargarh
20-Jul-2022,11.2,2.08,Bargarh
21-Jul-2022,12.9,0.25,Bargarh
22-Jul-2022,14.5,3.86,Bargarh
23-Jul-2022,13.3,26.13,Bargarh
24-Jul-2022,19.6,42.75,Bargarh
25-Jul-2022,19.2,4.11,Bargarh
26-Jul-2022,16.4,5.66,Bargarh
27-Jul-2022,14.9,0.18,Bargarh
28-Jul-2022,16.4,0.02,Bargarh
29-Jul-2022,14.0,1.86,Bargarh
30-Jul-2022,6.9,2.87,Bargarh
31-Jul-2022,15.5,0.28,Bargarh
01-Aug-2022,20.4,0.05,Bargarh
02-Aug-2022,17.6,0.29,Bargarh
03-Aug-2022,14.4,0.26,Bargarh
04-Aug-2022,23.6,3.17,Bargarh
05-Aug-2022,14.7,0.16,Bargarh
06-Aug-2022,10.3,2.32,Bargarh
07-Aug-2022,13.0,19.98,Bargarh
08-Aug-2022,14.4,14.45,Bargarh
09-Aug-2022,11.9,23.92,Bargarh
10-Aug-2022,6.3,71.1,Bargarh
11-Aug-2022,9.3,21.42,Bargarh
12-Aug-2022,10.6,20.6,Bargarh
13-Aug-2022,12.0,32.93,Bargarh
14-Aug-2022,13.8,83.08,Bargarh
15-Aug-2022,14.0,73.52,Bargarh
16-Aug-2022,22.7,11.18,Bargarh
17-Aug-2022,13.7,1.52,Bargarh
18-Aug-2022,12.8,0.81,Bargarh
19-Aug-2022,15.2,15.1,Bargarh
20-Aug-2022,18.8,10.55,Bargarh
21-Aug-2022,9.1,12.12,Bargarh
22-Aug-2022,10.1,9.9,Bargarh
23-Aug-2022,6.3,8.75,Bargarh
24-Aug-2022,8.3,0.33,Bargarh
25-Aug-2022,6.4,16.31,Bargarh
26-Aug-2022,8.8,0.01,Bargarh
27-Aug-2022,9.7,0.0,Bargarh
28-Aug-2022,9.5,0.88,Bargarh
29-Aug-2022,12.6,5.47,Bargarh
30-Aug-2022,9.4,0.15,Bargarh
31-Aug-2022,7.4,0.0,Bargarh
01-Sep-2022,4.9,5.03,Bargarh
02-Sep-2022,4.7,0.02,Bargarh
03-Sep-2022,12.0,0.0,Bargarh
04-Sep-2022,12.6,3.16,Bargarh
05-Sep-2022,13.0,1.79,Bargarh
06-Sep-2022,14.0,0.0,Bargarh
07-Sep-2022,11.2,1.92,Bargarh
08-Sep-2022,10.2,1.13,Bargarh
09-Sep-2022,9.2,0.02,Bargarh
10-Sep-2022,9.0,2.28,Bargarh
11-Sep-2022,15.1,7.55,Bargarh
12-Sep-2022,9.8,16.37,Bargarh
13-Sep-2022,13.6,3.11,Bargarh
14-Sep-2022,6.4,0.08,Bargarh
15-Sep-2022,4.4,0.01,Bargarh
16-Sep-2022,16.3,0.94,Bargarh
17-Sep-2022,7.1,0.53,Bargarh
18-Sep-2022,6.7,1.75,Bargarh
19-Sep-2022,5.6,29.15,Bargarh
20-Sep-2022,5.5,8.17,Bargarh
21-Sep-2022,4.2,27.89,Bargarh
22-Sep-2022,9.8,3.94,Bargarh
23-Sep-2022,5.4,6.59,Bargarh
24-Sep-2022,6.6,1.1,Bargarh
25-Sep-2022,4.9,0.0,Bargarh
26-Sep-2022,4.8,0.18,Bargarh
27-Sep-2022,5.2,0.9,Bargarh
28-Sep-2022,10.4,0.24,Bargarh
29-Sep-2022,2.9,1.58,Bargarh
30-Sep-2022,3.8,8.26,Bargarh
01-Oct-2022,4.0,0.19,Bargarh
02-Oct-2022,2.5,0.0,Bargarh
03-Oct-2022,4.3,16.65,Bargarh
04-Oct-2022,1.1,0.81,Bargarh
05-Oct-2022,2.3,7.66,Bargarh
06-Oct-2022,1.6,1.08,Bargarh
07-Oct-2022,2.3,0.33,Bargarh
08-Oct-2022,2.0,11.57,Bargarh
09-Oct-2022,2.6,2.91,Bargarh
10-Oct-2022,0.5,0.37,Bargarh
11-Oct-2022,1.1,3.35,Bargarh
12-Oct-2022,1.4,6.67,Bargarh
13-Oct-2022,2.3,5.98,Bargarh
14-Oct-2022,0.5,0.0,Bargarh
15-Oct-2022,2.7,0.68,Bargarh
16-Oct-2022,1.6,0.02,Bargarh
17-Oct-2022,0.3,0.23,Bargarh
18-Oct-2022,2.7,4.92,Bargarh
19-Oct-2022,0.5,5.41,Bargarh
20-Oct-2022,0.9,0.0,Bargarh
21-Oct-2022,2.6,0.0,Bargarh
22-Oct-2022,0.9,0.0,Bargarh
23-Oct-2022,0.0,0.0,Bargarh
24-Oct-2022,0.4,0.0,Bargarh
25-Oct-2022,1.3,0.0,Bargarh
26-Oct-2022,0.5,0.0,Bargarh
27-Oct-2022,0.0,0.0,Bargarh
28-Oct-2022,0.0,0.0,Bargarh
29-Oct-2022,0.2,0.0,Bargarh
30-Oct-2022,0.0,0.0,Bargarh
31-Oct-2022,0.0,0.0,Bargarh
01-Nov-2022,0.1,0.0,Bargarh
02-Nov-2022,0.0,0.0,Bargarh
03-Nov-2022,0.7,0.0,Bargarh
04-Nov-2022,0.5,0.0,Bargarh
05-Nov-2022,0.6,0.0,Bargarh
06-Nov-2022,0.4,0.0,Bargarh
07-Nov-2022,2.4,0.0,Bargarh
08-Nov-2022,0.0,0.0,Bargarh
09-Nov-2022,0.9,0.0,Bargarh
10-Nov-2022,0.1,0.0,Bargarh
11-Nov-2022,0.0,0.0,Bargarh
12-Nov-2022,0.5,0.0,Bargarh
13-Nov-2022,0.0,0.0,Bargarh
14-Nov-2022,0.0,0.0,Bargarh
15-Nov-2022,0.0,0.0,Bargarh
16-Nov-2022,0.0,0.0,Bargarh
17-Nov-2022,0.0,0.0,Bargarh
18-Nov-2022,0.7,0.0,Bargarh
19-Nov-2022,2.9,0.0,Bargarh
20-Nov-2022,1.2,0.0,Bargarh
21-Nov-2022,0.2,0.0,Bargarh
22-Nov-2022,0.1,0.0,Bargarh
23-Nov-2022,0.2,0.0,Bargarh
24-Nov-2022,0.9,0.0,Bargarh
25-Nov-2022,0.0,0.0,Bargarh
26-Nov-2022,1.0,0.0,Bargarh
27-Nov-2022,0.0,0.0,Bargarh
28-Nov-2022,0.3,0.0,Bargarh
29-Nov-2022,0.0,0.0,Bargarh
30-Nov-2022,0.0,0.0,Bargarh
01-Dec-2022,0.0,0.0,Bargarh
02-Dec-2022,0.0,0.0,Bargarh
03-Dec-2022,0.0,0.0,Bargarh
04-Dec-2022,0.0,0.0,Bargarh
05-Dec-2022,0.0,0.0,Bargarh
06-Dec-2022,0.0,0.0,Bargarh
07-Dec-2022,0.0,0.0,Bargarh
08-Dec-2022,0.0,0.0,Bargarh
09-Dec-2022,0.0,0.0,Bargarh
10-Dec-2022,0.1,0.0,Bargarh
11-Dec-2022,0.1,0.0,Bargarh
12-Dec-2022,0.2,0.0,Bargarh
13-Dec-2022,0.5,0.0,Bargarh
14-Dec-2022,0.9,0.0,Bargarh
15-Dec-2022,0.3,0.0,Bargarh
16-Dec-2022,0.0,0.0,Bargarh
17-Dec-2022,0.0,0.0,Bargarh
18-Dec-2022,0.0,0.0,Bargarh
19-Dec-2022,0.8,0.0,Bargarh
20-Dec-2022,0.0,0.0,Bargarh
21-Dec-2022,0.0,0.0,Bargarh
22-Dec-2022,0.3,0.0,Bargarh
23-Dec-2022,0.0,0.0,Bargarh
24-Dec-2022,0.1,0.0,Bargarh
25-Dec-2022,1.2,0.0,Bargarh
26-Dec-2022,0.0,0.0,Bargarh
27-Dec-2022,0.0,0.0,Bargarh
28-Dec-2022,0.0,0.0,Bargarh
29-Dec-2022,0.3,0.0,Bargarh
30-Dec-2022,0.0,0.0,Bargarh
31-Dec-2022,0.0,0.0,Bargarh
01-Jan-2023,0.5,0.0,Bargarh
02-Jan-2023,0.4,0.0,Bargarh
03-Jan-2023,1.4,0.0,Bargarh
04-Jan-2023,0.0,0.0,Bargarh
05-Jan-2023,0.0,0.0,Bargarh
06-Jan-2023,0.9,0.0,Bargarh
07-Jan-2023,0.0,0.0,Bargarh
08-Jan-2023,0.1,0.0,Bargarh
09-Jan-2023,0.3,0.0,Bargarh
10-Jan-2023,0.7,0.0,Bargarh
11-Jan-2023,1.9,0.0,Bargarh
12-Jan-2023,0.3,0.0,Bargarh
13-Jan-2023,0.1,0.0,Bargarh
14-Jan-2023,0.3,0.0,Bargarh
15-Jan-2023,1.6,0.0,Bargarh
16-Jan-2023,2.1,0.0,Bargarh
18-Jan-2023,0.1,0.0,Bargarh
19-Jan-2023,0.8,0.0,Bargarh
20-Jan-2023,2.1,0.0,Bargarh
21-Jan-2023,0.2,0.0,Bargarh
22-Jan-2023,1.6,0.0,Bargarh
23-Jan-2023,0.1,0.0,Bargarh
24-Jan-2023,1.0,0.0,Bargarh
25-Jan-2023,0.1,0.0,Bargarh
26-Jan-2023,0.7,0.0,Bargarh
27-Jan-2023,0.6,0.0,Bargarh
28-Jan-2023,0.9,0.0,Bargarh
29-Jan-2023,1.9,0.0,Bargarh
30-Jan-2023,3.4,0.0,Bargarh
31-Jan-2023,0.3,0.0,Bargarh
01-Feb-2023,0.7,0.0,Bargarh
02-Feb-2023,0.4,0.0,Bargarh
03-Feb-2023,0.5,0.0,Bargarh
04-Feb-2023,0.5,0.0,Bargarh
05-Feb-2023,0.1,0.0,Bargarh
06-Feb-2023,0.5,0.0,Bargarh
07-Feb-2023,1.0,0.0,Bargarh
08-Feb-2023,1.3,0.0,Bargarh
09-Feb-2023,1.3,0.0,Bargarh
10-Feb-2023,0.7,0.0,Bargarh
11-Feb-2023,0.4,0.0,Bargarh
12-Feb-2023,1.6,0.0,Bargarh
13-Feb-2023,0.3,0.0,Bargarh
14-Feb-2023,0.3,0.0,Bargarh
15-Feb-2023,0.6,0.0,Bargarh
16-Feb-2023,0.7,0.0,Bargarh
17-Feb-2023,0.3,0.0,Bargarh
18-Feb-2023,0.5,0.0,Bargarh
19-Feb-2023,1.8,0.0,Bargarh
20-Feb-2023,0.8,0.0,Bargarh
21-Feb-2023,0.2,0.0,Bargarh
22-Feb-2023,0.9,0.0,Bargarh
23-Feb-2023,0.1,0.0,Bargarh
24-Feb-2023,0.7,0.0,Bargarh
25-Feb-2023,1.1,0.0,Bargarh
26-Feb-2023,0.2,0.0,Bargarh
27-Feb-2023,0.3,0.0,Bargarh
28-Feb-2023,0.4,0.0,Bargarh
01-Mar-2023,0.2,0.0,Bargarh
02-Mar-2023,1.7,0.0,Bargarh
03-Mar-2023,1.6,0.0,Bargarh
04-Mar-2023,0.6,0.0,Bargarh
05-Mar-2023,0.0,0.0,Bargarh
06-Mar-2023,0.8,0.0,Bargarh
07-Mar-2023,0.0,0.0,Bargarh
08-Mar-2023,0.4,0.0,Bargarh
09-Mar-2023,0.2,0.0,Bargarh
10-Mar-2023,0.5,0.0,Bargarh
11-Mar-2023,0.4,0.1,Bargarh
12-Mar-2023,0.2,0.0,Bargarh
13-Mar-2023,0.1,0.0,Bargarh
14-Mar-2023,0.4,0.0,Bargarh
15-Mar-2023,0.4,0.0,Bargarh
16-Mar-2023,0.4,0.0,Bargarh
17-Mar-2023,1.0,0.04,Bargarh
18-Mar-2023,0.1,0.0,Bargarh
19-Mar-2023,0.4,9.52,Bargarh
20-Mar-2023,0.8,10.16,Bargarh
21-Mar-2023,0.3,4.56,Bargarh
22-Mar-2023,1.0,7.31,Bargarh
23-Mar-2023,1.8,4.3,Bargarh
24-Mar-2023,0.4,0.0,Bargarh
25-Mar-2023,0.5,0.0,Bargarh
26-Mar-2023,0.4,0.0,Bargarh
27-Mar-2023,0.6,3.11,Bargarh
28-Mar-2023,0.8,0.05,Bargarh
29-Mar-2023,0.8,0.0,Bargarh
30-Mar-2023,0.8,0.03,Bargarh
31-Mar-2023,0.2,14.52,Bargarh
01-Apr-2023,0.5,7.82,Bargarh
02-Apr-2023,0.1,0.57,Bargarh
03-Apr-2023,0.8,0.02,Bargarh
04-Apr-2023,0.1,0.07,Bargarh
05-Apr-2023,0.9,0.37,Bargarh
06-Apr-2023,0.2,0.0,Bargarh
07-Apr-2023,0.0,0.0,Bargarh
08-Apr-2023,0.3,0.0,Bargarh
09-Apr-2023,1.1,0.0,Bargarh
10-Apr-2023,0.9,0.0,Bargarh
11-Apr-2023,2.1,0.0,Bargarh
12-Apr-2023,0.6,0.0,Bargarh
13-Apr-2023,0.0,0.0,Bargarh
14-Apr-2023,0.3,0.0,Bargarh
15-Apr-2023,0.2,0.0,Bargarh
16-Apr-2023,0.2,0.0,Bargarh
17-Apr-2023,1.8,0.0,Bargarh
18-Apr-2023,0.1,0.0,Bargarh
19-Apr-2023,0.1,0.0,Bargarh
20-Apr-2023,0.0,0.0,Bargarh
21-Apr-2023,0.0,1.1,Bargarh
22-Apr-2023,0.1,0.09,Bargarh
23-Apr-2023,0.3,13.72,Bargarh
24-Apr-2023,0.0,0.33,Bargarh
25-Apr-2023,0.5,0.64,Bargarh
26-Apr-2023,0.3,4.3,Bargarh
27-Apr-2023,1.5,0.0,Bargarh
28-Apr-2023,0.2,3.96,Bargarh
29-Apr-2023,0.5,0.0,Bargarh
30-Apr-2023,0.5,3.24,Bargarh
01-May-2023,1.6,15.02,Bargarh
02-May-2023,0.1,0.49,Bargarh
03-May-2023,1.3,0.07,Bargarh
04-May-2023,0.9,4.35,Bargarh
05-May-2023,0.8,0.15,Bargarh
06-May-2023,0.6,0.16,Bargarh
07-May-2023,0.2,0.0,Bargarh
08-May-2023,0.0,0.0,Bargarh
09-May-2023,0.1,0.0,Bargarh
10-May-2023,0.1,0.0,Bargarh
11-May-2023,0.2,0.0,Bargarh
12-May-2023,0.8,0.0,Bargarh
13-May-2023,0.8,0.0,Bargarh
14-May-2023,0.5,0.0,Bargarh
15-May-2023,1.6,0.0,Bargarh
16-May-2023,0.2,0.0,Bargarh
17-May-2023,0.3,0.12,Bargarh
18-May-2023,0.4,0.01,Bargarh
19-May-2023,1.3,0.0,Bargarh
20-May-2023,0.5,1.54,Bargarh
21-May-2023,0.2,0.51,Bargarh
22-May-2023,0.1,0.17,Bargarh
23-May-2023,0.0,6.64,Bargarh
24-May-2023,0.3,0.88,Bargarh
25-May-2023,0.1,1.18,Bargarh
26-May-2023,0.2,0.0,Bargarh
27-May-2023,1.0,1.2,Bargarh
28-May-2023,0.6,0.0,Bargarh
29-May-2023,0.8,0.0,Bargarh
30-May-2023,0.8,0.27,Bargarh
31-May-2023,0.7,0.69,Bargarh
01-Jun-2023,1.6,1.08,Bargarh
02-Jun-2023,1.7,0.0,Bargarh
03-Jun-2023,3.5,0.0,Bargarh
04-Jun-2023,4.2,0.0,Bargarh
05-Jun-2023,2.4,1.34,Bargarh
06-Jun-2023,2.3,0.0,Bargarh
07-Jun-2023,1.6,0.0,Bargarh
08-Jun-2023,1.4,0.21,Bargarh
09-Jun-2023,3.5,0.0,Bargarh
10-Jun-2023,5.2,0.0,Bargarh
11-Jun-2023,4.5,0.0,Bargarh
12-Jun-2023,1.7,0.04,Bargarh
14-Jun-2023,7.0,0.1,Bargarh
15-Jun-2023,5.7,1.21,Bargarh
16-Jun-2023,8.1,0.54,Bargarh
17-Jun-2023,4.5,0.0,Bargarh
18-Jun-2023,9.7,0.0,Bargarh
19-Jun-2023,8.5,1.87,Bargarh
20-Jun-2023,10.5,3.21,Bargarh
21-Jun-2023,8.4,4.87,Bargarh
22-Jun-2023,4.8,2.78,Bargarh
23-Jun-2023,8.7,23.26,Bargarh
24-Jun-2023,7.1,7.16,Bargarh
25-Jun-2023,8.9,58.5,Bargarh
26-Jun-2023,9.3,65.98,Bargarh
27-Jun-2023,12.8,40.0,Bargarh
28-Jun-2023,15.8,43.76,Bargarh
29-Jun-2023,9.0,1.9,Bargarh
30-Jun-2023,11.9,1.63,Bargarh
01-Jul-2023,7.8,0.04,Bargarh
02-Jul-2023,10.0,0.0,Bargarh
03-Jul-2023,15.4,0.0,Bargarh
04-Jul-2023,13.4,0.0,Bargarh
05-Jul-2023,14.8,3.53,Bargarh
06-Jul-2023,11.4,6.99,Bargarh
07-Jul-2023,11.5,26.18,Bargarh
08-Jul-2023,13.4,12.35,Bargarh
09-Jul-2023,10.9,3.97,Bargarh
10-Jul-2023,12.0,1.56,Bargarh
11-Jul-2023,16.3,32.02,Bargarh
12-Jul-2023,17.0,3.49,Bargarh
13-Jul-2023,13.3,0.63,Bargarh
14-Jul-2023,9.1,4.96,Bargarh
15-Jul-2023,10.7,15.6,Bargarh
16-Jul-2023,11.8,17.43,Bargarh
17-Jul-2023,9.7,79.33,Bargarh
18-Jul-2023,9.0,25.76,Bargarh
19-Jul-2023,14.2,10.0,Bargarh
20-Jul-2023,11.2,11.15,Bargarh
21-Jul-2023,12.9,12.77,Bargarh
22-Jul-2023,14.5,12.83,Bargarh
23-Jul-2023,13.3,17.52,Bargarh
24-Jul-2023,19.6,6.65,Bargarh
25-Jul-2023,19.2,0.61,Bargarh
26-Jul-2023,16.4,0.19,Bargarh
27-Jul-2023,14.9,3.09,Bargarh
28-Jul-2023,16.4,9.61,Bargarh
29-Jul-2023,14.0,11.8,Bargarh
30-Jul-2023,6.9,37.58,Bargarh
31-Jul-2023,15.5,0.6,Bargarh
01-Aug-2023,20.4,14.79,Bargarh
02-Aug-2023,17.6,149.34,Bargarh
03-Aug-2023,14.4,64.26,Bargarh
04-Aug-2023,23.6,3.92,Bargarh
05-Aug-2023,14.7,5.77,Bargarh
06-Aug-2023,10.3,12.87,Bargarh
07-Aug-2023,13.0,6.87,Bargarh
08-Aug-2023,14.4,1.04,Bargarh
09-Aug-2023,11.9,0.0,Bargarh
10-Aug-2023,6.3,0.05,Bargarh
11-Aug-2023,9.3,0.86,Bargarh
12-Aug-2023,10.6,15.13,Bargarh
13-Aug-2023,12.0,3.24,Bargarh
14-Aug-2023,13.8,7.0,Bargarh
15-Aug-2023,14.0,4.94,Bargarh
16-Aug-2023,22.7,1.3,Bargarh
17-Aug-2023,13.7,8.69,Bargarh
18-Aug-2023,12.8,31.39,Bargarh
19-Aug-2023,15.2,24.35,Bargarh
20-Aug-2023,18.8,4.14,Bargarh
21-Aug-2023,9.1,4.05,Bargarh
22-Aug-2023,10.1,4.69,Bargarh
23-Aug-2023,6.3,2.73,Bargarh
24-Aug-2023,8.3,9.31,Bargarh
25-Aug-2023,6.4,9.68,Bargarh
26-Aug-2023,8.8,1.02,Bargarh
27-Aug-2023,9.7,0.01,Bargarh
28-Aug-2023,9.5,0.14,Bargarh
29-Aug-2023,12.6,0.0,Bargarh
30-Aug-2023,9.4,0.48,Bargarh
31-Aug-2023,7.4,0.0,Bargarh
01-Sep-2023,4.9,0.07,Bargarh
02-Sep-2023,4.7,2.55,Bargarh
03-Sep-2023,12.0,8.16,Bargarh
04-Sep-2023,12.6,13.6,Bargarh
05-Sep-2023,13.0,4.45,Bargarh
06-Sep-2023,14.0,11.95,Bargarh
07-Sep-2023,11.2,10.22,Bargarh
08-Sep-2023,10.2,15.36,Bargarh
09-Sep-2023,9.2,1.7,Bargarh
10-Sep-2023,9.0,2.76,Bargarh
11-Sep-2023,15.1,0.47,Bargarh
12-Sep-2023,9.8,2.63,Bargarh
13-Sep-2023,13.6,25.09,Bargarh
14-Sep-2023,6.4,40.81,Bargarh
15-Sep-2023,4.4,49.64,Bargarh
16-Sep-2023,16.3,1.75,Bargarh
17-Sep-2023,7.1,1.43,Bargarh
18-Sep-2023,6.7,0.13,Bargarh
19-Sep-2023,5.6,6.99,Bargarh
20-Sep-2023,5.5,20.07,Bargarh
21-Sep-2023,4.2,26.97,Bargarh
22-Sep-2023,9.8,4.81,Bargarh
23-Sep-2023,5.4,7.57,Bargarh
24-Sep-2023,6.6,1.38,Bargarh
25-Sep-2023,4.9,3.05,Bargarh
26-Sep-2023,4.8,1.66,Bargarh
27-Sep-2023,5.2,5.05,Bargarh
28-Sep-2023,10.4,1.3,Bargarh
29-Sep-2023,2.9,0.11,Bargarh
30-Sep-2023,3.8,14.63,Bargarh
01-Oct-2023,4.0,14.89,Bargarh
02-Oct-2023,2.5,44.1,Bargarh
03-Oct-2023,4.3,16.82,Bargarh
04-Oct-2023,1.1,3.03,Bargarh
05-Oct-2023,2.3,0.16,Bargarh
06-Oct-2023,1.6,0.0,Bargarh
07-Oct-2023,2.3,0.01,Bargarh
08-Oct-2023,2.0,0.31,Bargarh
09-Oct-2023,2.6,0.0,Bargarh
10-Oct-2023,0.5,0.0,Bargarh
11-Oct-2023,1.1,0.0,Bargarh
12-Oct-2023,1.4,0.0,Bargarh
13-Oct-2023,2.3,0.0,Bargarh
14-Oct-2023,0.5,0.0,Bargarh
15-Oct-2023,2.7,1.71,Bargarh
16-Oct-2023,1.6,0.0,Bargarh
17-Oct-2023,0.3,0.0,Bargarh
18-Oct-2023,2.7,0.07,Bargarh
19-Oct-2023,0.5,0.0,Bargarh
20-Oct-2023,0.9,0.0,Bargarh
21-Oct-2023,2.6,0.03,Bargarh
22-Oct-2023,0.9,0.0,Bargarh
23-Oct-2023,0.0,0.0,Bargarh
24-Oct-2023,0.4,0.0,Bargarh
25-Oct-2023,1.3,0.0,Bargarh
26-Oct-2023,0.5,0.0,Bargarh
27-Oct-2023,0.0,0.0,Bargarh
28-Oct-2023,0.0,0.0,Bargarh
29-Oct-2023,0.2,0.0,Bargarh
30-Oct-2023,0.0,0.0,Bargarh
31-Oct-2023,0.0,0.0,Bargarh
01-Nov-2023,0.1,0.0,Bargarh
02-Nov-2023,0.0,0.0,Bargarh
03-Nov-2023,0.7,0.0,Bargarh
04-Nov-2023,0.5,0.22,Bargarh
05-Nov-2023,0.6,0.16,Bargarh
06-Nov-2023,0.4,0.0,Bargarh
07-Nov-2023,2.4,0.0,Bargarh
08-Nov-2023,0.0,0.0,Bargarh
09-Nov-2023,0.9,0.0,Bargarh
10-Nov-2023,0.1,0.0,Bargarh
11-Nov-2023,0.0,0.0,Bargarh
12-Nov-2023,0.5,0.0,Bargarh
